编号,开始答题时间,结束答题时间,答题时长,1.您所在社区目前**是否已设置**“快递包装共享回收箱”？,2.您**每月收到的快递数量**,3.**过去 30 天**您使用回收箱的次数,4.您投入的主要包装类型（可多选）:纸箱,4.您投入的主要包装类型（可多选）:塑料袋/快递袋,4.您投入的主要包装类型（可多选）:填充物,4.您投入的主要包装类型（可多选）:其他,5.您在使用回收箱时遇到的**主要障碍**（可多选）:位置不便,5.您在使用回收箱时遇到的**主要障碍**（可多选）:排队/拥堵,5.您在使用回收箱时遇到的**主要障碍**（可多选）:不清楚可回收物,5.您在使用回收箱时遇到的**主要障碍**（可多选）:无奖励,5.您在使用回收箱时遇到的**主要障碍**（可多选）:卫生差,5.您在使用回收箱时遇到的**主要障碍**（可多选）:担心信息泄露,5.您在使用回收箱时遇到的**主要障碍**（可多选）:其他,6.若将回收服务成本计入物业费，您是否接受每月物业费**相比当前增加不超过2元**？,7.您的性别,8.您的年龄,9.您的最高学历,10.您的职业,11.感知有用性:显著减少生活垃圾,11.感知有用性:提升社区形象,11.感知有用性:节省处理时间,11.感知有用性:助力双碳目标,12.感知便利性:投递步骤易懂,12.感知便利性:回收箱离家距离近,12.感知便利性:开放时间充足,13.感知风险性:担心个人信息泄露,13.感知风险性:担心箱体卫生导致虫鼠,13.感知风险性:担心未来产生额外收费,14.感知趣味性:投递过程让我心情愉快,14.感知趣味性:完成投递让我有成就感,15.信任程度:相信包装会被妥善处理,15.信任程度:相信积分/奖励可正常兑换,15.信任程度:相信平台的数据隐私保护,16.主观规范:家人朋友赞成,16.主观规范:社区干部建议,16.主观规范:邻居使用影响,16.主观规范:媒体宣传倡导,17.环境责任:环保是个人责任,17.环境责任:在意包装浪费,17.环境责任:为后代保护环境,17.环境责任:愿减少一次性用品,18.使用习惯:已形成习惯性投递,18.使用习惯:不回收会感到不自在,18.使用习惯:回收行为对我来说很自然,19.激励方案兴趣度:现金红包,19.激励方案兴趣度:积分商城,19.激励方案兴趣度:快递费减免,19.激励方案兴趣度:绿色碳积分,19.激励方案兴趣度:公益植树,19.激励方案兴趣度:社区荣誉排行,19.激励方案兴趣度:物业费折扣,19.激励方案兴趣度:抽盲盒,19.激励方案兴趣度:商家优惠券,19.激励方案兴趣度:二手盒返现,20.未来使用意向:每月持续使用,20.未来使用意向:高频使用意愿,20.未来使用意向:无奖励坚持,20.未来使用意向:社交分享,20.未来使用意向:志愿推广,21.您认为**最有效的激励方案**是什么？请简述原因。,22.其他建议或补充意见,地理位置省,地理位置市,UA
177,2025/5/7 11:46,2025/5/7 12:00,864,A.是,B.4-6个,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,B.排队/拥堵,,,,F.担心信息泄露,,A.是,A.男,C.26-30,C.大专,B.全职上班族,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,A.非常不同意,B.不同意,C.一般,D.同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,A.非常不同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,E.非常同意,E.非常同意,D.同意,C.一般,D.同意,没有,纸箱回收价格最近涨，能不能直接称重按市价返现？,山东省,青岛市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.0.50_0_APP_A Pixel/1170"
176,2025/5/7 18:08,2025/5/7 18:16,495,A.是,A.1-3个,A.0次,,,,,A.位置不便,,C.不清楚可回收物,D.无奖励,,F.担心信息泄露,,C.视服务质量而定,A.男,C.26-30,C.大专,C.自由职业,D.同意,D.同意,D.同意,A.非常不同意,D.同意,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,B.不同意,B.不同意,E.非常同意,E.非常同意,C.一般,B.不同意,C.一般,C.一般,C.一般,C.一般,C.一般,A.非常不同意,D.同意,C.一般,B.不同意,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,A.非常不同意,E.非常同意,C.一般,B.不同意,C.一般,D.同意,E.非常同意,D.同意,没有,无,北京市,北京市,"Mozilla/5.0 (Linux; Android 12; V2219A Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.174 Mobile Safari/537.36 XWEB/1458882 MMWEBSDK/20250812 MMWEBID/1567 MicroMessenger/8.0.52.2800(0x28004592) WeChat/arm64"
175,2025/5/7 20:07,2025/5/7 20:13,340,A.是,D.10个以上,B.1-2次,A.纸箱,,,,A.位置不便,,C.不清楚可回收物,,E.卫生差,,,A.是,B.女,B.21-25,A.初中及以下,B.全职上班族,E.非常同意,D.同意,A.非常不同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,D.同意,E.非常同意,D.同意,B.不同意,C.一般,C.一般,A.非常不同意,C.一般,C.一般,C.一般,D.同意,C.一般,D.同意,A.非常不同意,B.不同意,D.同意,E.非常同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,D.同意,没有,,福建省,厦门市,"Mozilla/5.0 (Linux; Android 12; V2219A Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.202 Mobile Safari/537.36 XWEB/1357653 MMWEBSDK/20240810 MMWEBID/3612 MicroMessenger/8.0.46.2800(0x28004A0E) WeChat/arm64"
174,2025/5/8 13:34,2025/5/8 13:48,831,A.是,C.7-10个,A.0次,,,,,A.位置不便,,C.不清楚可回收物,D.无奖励,E.卫生差,,,A.是,A.男,D.31-35,C.大专,B.全职上班族,C.一般,C.一般,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,A.非常不同意,C.一般,A.非常不同意,D.同意,C.一般,B.不同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,A.非常不同意,D.同意,E.非常同意,C.一般,D.同意,E.非常同意,A.非常不同意,D.同意,C.一般,A.非常不同意,C.一般,D.同意,E.非常同意,C.一般,D.同意,A.非常不同意,C.一般,,,湖北省,武汉市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
173,2025/5/7 11:17,2025/5/7 11:24,446,B.否,B.4-6个,,,,,,,,,,,,,A.是,B.女,D.31-35,C.大专,B.全职上班族,E.非常同意,B.不同意,C.一般,A.非常不同意,C.一般,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,A.非常不同意,D.同意,B.不同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,A.非常不同意,D.同意,E.非常同意,C.一般,A.非常不同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,月度环保讲座免费门票，用知识提升参与深度。,没有,北京市,北京市,"Mozilla/5.0 (Linux; Android 15; M2012K11C Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.226 Mobile Safari/537.36 XWEB/1458703 MMWEBSDK/20240412 MMWEBID/2786 MicroMessenger/8.0.50.2800(0x2800AE85) WeChat/arm64"
172,2025/5/7 19:08,2025/5/7 19:18,577,B.否,C.7-10个,,,,,,,,,,,,,A.是,B.女,F.46及以上,D.本科,C.自由职业,B.不同意,C.一般,A.非常不同意,E.非常同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,A.非常不同意,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,B.不同意,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,E.非常同意,D.同意,A.非常不同意,无,,山东省,青岛市,"Mozilla/5.0 (Linux; Android 12; PD2296 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.106 Mobile Safari/537.36 XWEB/1567880 MMWEBSDK/20240806 MMWEBID/2531 MicroMessenger/8.0.50.2800(0x28003344) WeChat/arm64"
171,2025/5/8 21:00,2025/5/8 21:07,413,B.否,A.1-3个,,,,,,,,,,,,,B.否,A.男,A.15-20,D.本科,A.学生,C.一般,C.一般,A.非常不同意,C.一般,C.一般,D.同意,C.一般,D.同意,E.非常同意,A.非常不同意,D.同意,C.一般,E.非常同意,B.不同意,E.非常同意,D.同意,D.同意,D.同意,D.同意,E.非常同意,A.非常不同意,D.同意,C.一般,C.一般,D.同意,C.一般,D.同意,E.非常同意,A.非常不同意,B.不同意,B.不同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,B.不同意,E.非常同意,B.不同意,A.非常不同意,A.非常不同意,没有,,四川省,成都市,"Mozilla/5.0 (Linux; Android 15; RMX3841 Build/HUAWEIPD2296; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.31 MQQBrowser/6.2 TBS/064677 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.43701 NetType/4G WebP/0.3.0 A"
170,2025/5/7 18:27,2025/5/7 18:41,811,A.是,C.7-10个,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,D.其他,A.位置不便,,C.不清楚可回收物,D.无奖励,,F.担心信息泄露,,B.否,B.女,C.26-30,C.大专,B.全职上班族,E.非常同意,C.一般,A.非常不同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,A.非常不同意,D.同意,E.非常同意,A.非常不同意,D.同意,D.同意,B.不同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,D.同意,A.非常不同意,D.同意,E.非常同意,D.同意,D.同意,E.非常同意,C.一般,C.一般,允许积分转赠家人，提升灵活性和情感价值。,无,福建省,福州市,"Mozilla/5.0 (Linux; Android 13; RMX3841 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.227 Mobile Safari/537.36 XWEB/1489147 MMWEBSDK/20240102 MMWEBID/4614 MicroMessenger/8.0.50.2800(0x2800478C) WeChat/arm64"
169,2025/5/7 16:26,2025/5/7 16:32,361,B.否,C.7-10个,,,,,,,,,,,,,C.视服务质量而定,B.女,D.31-35,B.高中/中专,B.全职上班族,C.一般,D.同意,C.一般,D.同意,D.同意,E.非常同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,A.非常不同意,E.非常同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,D.同意,D.同意,D.同意,设置“环保抽奖”，投一次得一次抽盲盒机会，刺激随机惊喜。,每次扫码后还要手动选“纸箱”或“填充物”，能不能直接识别重量自动分类？,四川省,成都市,"Mozilla/5.0 (Linux; Android 13; V2219A Build/HUAWEISM?G9960; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.110 MQQBrowser/6.2 TBS/054592 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.20957 NetType/4G WebP/0.3.0 A"
168,2025/5/7 2:14,2025/5/7 2:24,583,B.否,B.4-6个,,,,,,,,,,,,,C.视服务质量而定,A.男,C.26-30,C.大专,B.全职上班族,D.同意,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,D.同意,D.同意,A.非常不同意,E.非常同意,E.非常同意,C.一般,B.不同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,无,,江苏省,苏州市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1764(0xAC2204FF) WindowsWechat(0xB98CB3FF) XWEB/59277 Flue"
167,2025/5/7 1:32,2025/5/7 1:40,461,A.是,C.7-10个,B.1-2次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,,,,,,A.是,B.女,E.36-45,C.大专,B.全职上班族,C.一般,C.一般,C.一般,D.同意,B.不同意,D.同意,A.非常不同意,C.一般,C.一般,C.一般,C.一般,D.同意,B.不同意,C.一般,E.非常同意,D.同意,A.非常不同意,C.一般,C.一般,C.一般,E.非常同意,A.非常不同意,E.非常同意,E.非常同意,D.同意,D.同意,E.非常同意,C.一般,C.一般,A.非常不同意,D.同意,D.同意,C.一般,D.同意,A.非常不同意,E.非常同意,C.一般,C.一般,D.同意,B.不同意,D.同意,,建议与京东、菜鸟合作，快递标签直接印可撕式隐私膜，投递前就能保护信息。,上海市,上海市,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0x7461) NetType/5G Language/zh_CN"
166,2025/5/7 11:01,2025/5/7 11:09,482,B.否,A.1-3个,,,,,,,,,,,,,A.是,B.女,B.21-25,D.本科,A.学生,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,B.不同意,D.同意,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,A.非常不同意,C.一般,C.一般,D.同意,B.不同意,E.非常同意,C.一般,D.同意,D.同意,D.同意,A.非常不同意,E.非常同意,,建议开发“环保合伙人”功能，几户邻居合并积分凑大礼品，更易达成目标。,山东省,济南市,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0xB3B) NetType/5G Language/zh_CN"
165,2025/5/8 14:48,2025/5/8 14:53,301,A.是,A.1-3个,C.3-5次,A.纸箱,,,,A.位置不便,,C.不清楚可回收物,,E.卫生差,,,C.视服务质量而定,B.女,E.36-45,A.初中及以下,B.全职上班族,D.同意,B.不同意,C.一般,C.一般,B.不同意,D.同意,C.一般,B.不同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,A.非常不同意,C.一般,C.一般,B.不同意,C.一般,D.同意,D.同意,没有,其实主要是忘记了，如果能像垃圾分类一样每天定时广播提醒就好了。,浙江省,杭州市,"Mozilla/5.0 (Linux; Android 12; RMX3841 Build/HUAWEIRMX3841; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.172 MQQBrowser/6.2 TBS/052629 Mobile Safari/537.36 V1_AND_SQ_9.1.60_YYB_D QQ/9.1.60.52404 NetType/4G WebP/0.3.0 A"
164,2025/5/7 12:28,2025/5/7 12:31,197,A.是,A.1-3个,A.0次,A.纸箱,,C.填充物,D.其他,A.位置不便,B.排队/拥堵,C.不清楚可回收物,D.无奖励,,F.担心信息泄露,G.其他,A.是,B.女,F.46及以上,B.高中/中专,D.退休,D.同意,D.同意,C.一般,E.非常同意,C.一般,A.非常不同意,D.同意,C.一般,B.不同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,D.同意,E.非常同意,C.一般,B.不同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,A.非常不同意,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,没有,无,北京市,北京市,"Mozilla/5.0 (Linux; Android 15; RMX3841 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.127 Mobile Safari/537.36 XWEB/1406584 MMWEBSDK/20240414 MMWEBID/2931 MicroMessenger/8.0.52.2800(0x28003850) WeChat/arm64"
163,2025/5/7 11:39,2025/5/7 11:47,505,A.是,D.10个以上,C.3-5次,A.纸箱,B.塑料袋/快递袋,,D.其他,A.位置不便,,,,,,,A.是,A.男,D.31-35,D.本科,C.自由职业,D.同意,E.非常同意,C.一般,E.非常同意,E.非常同意,A.非常不同意,E.非常同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,A.非常不同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,B.不同意,没有,没有,山东省,济南市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
162,2025/5/7 20:49,2025/5/7 20:53,220,A.是,A.1-3个,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,,,,D.无奖励,,,,B.否,B.女,D.31-35,D.本科,B.全职上班族,E.非常同意,D.同意,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,D.同意,E.非常同意,D.同意,E.非常同意,E.非常同意,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,A.非常不同意,D.同意,D.同意,A.非常不同意,D.同意,E.非常同意,D.同意,B.不同意,无,无,湖北省,武汉市,"Mozilla/5.0 (Linux; Android 15; SM?G9960 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.218 Mobile Safari/537.36 XWEB/1448850 MMWEBSDK/20240401 MMWEBID/4654 MicroMessenger/8.0.52.2800(0x2800906F) WeChat/arm64"
161,2025/5/8 5:06,2025/5/8 5:19,777,B.否,D.10个以上,,,,,,,,,,,,,C.视服务质量而定,B.女,B.21-25,D.本科,B.全职上班族,C.一般,A.非常不同意,E.非常同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,A.非常不同意,D.同意,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,没有,没有,四川省,成都市,"Mozilla/5.0 (Linux; Android 15; SM?G9960 Build/HUAWEICPH2607; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.219 MQQBrowser/6.2 TBS/051564 Mobile Safari/537.36 V1_AND_SQ_9.1.60_YYB_D QQ/9.1.60.31616 NetType/4G WebP/0.3.0 A"
160,2025/5/8 1:20,2025/5/8 1:33,761,A.是,A.1-3个,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,,,,,,,C.视服务质量而定,B.女,D.31-35,D.本科,C.自由职业,D.同意,C.一般,C.一般,C.一般,B.不同意,E.非常同意,C.一般,A.非常不同意,E.非常同意,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,E.非常同意,A.非常不同意,C.一般,A.非常不同意,C.一般,E.非常同意,A.非常不同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,A.非常不同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,,无,湖北省,宜昌市,"Mozilla/5.0 (Linux; Android 12; RMX3841 Build/HUAWEICPH2607; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.123 MQQBrowser/6.2 TBS/089974 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.22448 NetType/4G WebP/0.3.0 A"
159,2025/5/8 1:37,2025/5/8 1:51,840,A.是,B.4-6个,B.1-2次,,,,,A.位置不便,,C.不清楚可回收物,,,,,A.是,A.男,C.26-30,E.硕士,B.全职上班族,C.一般,C.一般,C.一般,D.同意,B.不同意,D.同意,D.同意,D.同意,E.非常同意,E.非常同意,D.同意,B.不同意,D.同意,C.一般,C.一般,A.非常不同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,B.不同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,E.非常同意,E.非常同意,E.非常同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,无,无,山东省,济南市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.18.1797(0x4CDE3BFF) WindowsWechat(0x30F40EFF) XWEB/58565 Flue"
158,2025/5/7 0:36,2025/5/7 0:39,185,A.是,A.1-3个,A.0次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,B.排队/拥堵,,D.无奖励,,,,A.是,A.男,E.36-45,B.高中/中专,B.全职上班族,E.非常同意,D.同意,D.同意,A.非常不同意,C.一般,D.同意,B.不同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,B.不同意,C.一般,E.非常同意,C.一般,C.一般,A.非常不同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,与医保系统连接，环保积分抵当年体检费，健康关联度高。,没有,浙江省,杭州市,"Mozilla/5.0 (Linux; Android 15; SM?G9960 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.115 Mobile Safari/537.36 XWEB/1467324 MMWEBSDK/20230518 MMWEBID/4053 MicroMessenger/8.0.46.2800(0x2800F91C) WeChat/arm64"
157,2025/5/8 9:25,2025/5/8 9:38,766,B.否,B.4-6个,,,,,,,,,,,,,A.是,A.男,C.26-30,B.高中/中专,B.全职上班族,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,A.非常不同意,D.同意,E.非常同意,D.同意,C.一般,A.非常不同意,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,D.同意,C.一般,没有,无,广东省,广州市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170"
156,2025/5/8 21:25,2025/5/8 21:33,470,B.否,C.7-10个,,,,,,,,,,,,,A.是,B.女,D.31-35,D.本科,C.自由职业,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,A.非常不同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,没有,,四川省,成都市,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x5946) NetType/5G Language/zh_CN"
155,2025/5/8 4:41,2025/5/8 4:44,199,B.否,C.7-10个,,,,,,,,,,,,,B.否,A.男,B.21-25,D.本科,A.学生,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,E.非常同意,D.同意,D.同意,B.不同意,C.一般,D.同意,A.非常不同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,B.不同意,C.一般,B.不同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,没有,,山东省,青岛市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
154,2025/5/8 0:42,2025/5/8 0:52,599,A.是,B.4-6个,A.0次,A.纸箱,,,,A.位置不便,B.排队/拥堵,,,,,,C.视服务质量而定,A.男,A.15-20,C.大专,A.学生,D.同意,C.一般,A.非常不同意,D.同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,B.不同意,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,B.不同意,C.一般,E.非常同意,B.不同意,E.非常同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,没有,无,四川省,绵阳市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
153,2025/5/7 11:55,2025/5/7 11:58,195,A.是,B.4-6个,A.0次,A.纸箱,B.塑料袋/快递袋,,,,,,D.无奖励,E.卫生差,,,A.是,A.男,E.36-45,D.本科,C.自由职业,C.一般,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,A.非常不同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,B.不同意,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,没有,我只拿小件快递，很少用大纸箱，能否把空泡沫填充物也纳入奖励范围？,广东省,深圳市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170"
